time,price,portfolio_value,action,action_name,amount_bought,amount_sold,cash,shares,commission
584,6.272026,17317.475392,0,nothing,0.000000,0.000000,15158.740770,273.628747,0.000000
585,6.624799,17327.504433,0,nothing,0.000000,0.000000,15158.740770,273.628747,0.000000
586,6.322422,17335.026213,0,nothing,0.000000,0.000000,15158.740770,273.628747,0.000000
587,6.524007,17309.953885,0,nothing,0.000000,0.000000,15158.740770,273.628747,0.000000
588,6.514844,17368.873816,1,nothing,0.000000,0.000000,15158.740770,273.628747,0.000000
589,6.423215,17380.624502,4,buy-small,187.299652,0.000000,13642.866693,460.928399,3.031748
590,6.418633,17437.071088,1,sell-large,0.000000,230.464200,15508.007840,230.464200,3.737758
591,6.258282,17515.798037,4,buy-small,184.902830,0.000000,13957.207056,415.367029,3.101602
592,6.162071,17493.209405,1,sell-large,0.000000,207.683515,15732.943955,207.683515,3.558591
593,6.038372,17454.058077,1,buy-small,185.252636,0.000000,14159.649560,392.936151,3.146589
594,5.841368,17639.013915,4,buy-small,168.549544,0.000000,12743.684604,561.485695,2.831930
595,5.832205,17655.984242,1,sell-large,0.000000,280.742847,15186.453930,280.742847,4.895329
596,5.928416,17582.376715,4,buy-small,172.298405,0.000000,13667.808537,453.041252,3.037291
597,6.134582,17616.860565,1,sell-large,0.000000,226.520626,15621.178058,226.520626,3.914568
598,6.148327,17689.525021,4,buy-small,176.954099,0.000000,14059.060252,403.474725,3.124236
599,6.207886,17637.833454,1,sell-large,0.000000,201.737363,15870.662172,201.737363,3.630465
600,6.152908,17547.027017,1,buy-small,180.814511,0.000000,14283.595955,382.551874,3.174132
601,5.955905,17642.380964,4,buy-small,167.102901,0.000000,12855.236359,549.654774,2.856719
602,6.184978,17651.444020,1,sell-large,0.000000,274.827387,15244.021517,274.827387,4.787145
603,6.139163,17668.942913,4,buy-small,173.675192,0.000000,13719.619365,448.502579,3.048804
604,6.281189,17715.336210,1,sell-large,0.000000,224.251290,15690.331815,224.251290,3.949324
605,6.592729,17626.570350,1,buy-small,173.409006,0.000000,14121.298634,397.660296,3.138066
606,6.835546,17690.159802,4,buy-small,159.880582,0.000000,12709.168771,557.540878,2.824260
607,6.789732,17666.021149,1,sell-large,0.000000,278.770439,15194.683295,278.770439,4.980991
608,7.009642,17681.529881,4,buy-small,171.055401,0.000000,13675.214966,449.825840,3.038937
609,6.950083,17666.188854,1,sell-large,0.000000,224.912920,15674.366108,224.912920,4.006315
610,6.913431,17600.504388,1,buy-small,176.638043,0.000000,14106.929497,401.550963,3.134873
611,6.858454,17486.697125,0,buy-small,161.820542,0.000000,12696.236548,563.371505,2.821386
612,6.963827,17486.697125,0,nothing,0.000000,0.000000,12696.236548,563.371505,0.000000
613,6.826383,17520.250969,2,nothing,0.000000,0.000000,12696.236548,563.371505,0.000000
614,6.533170,17704.590860,2,buy-large,739.880924,0.000000,6348.118274,1303.252428,12.696237
615,6.666032,17835.696625,1,buy-large,363.521951,0.000000,3174.059137,1666.774380,6.348118
616,6.469029,18529.372711,1,buy-small,36.011391,0.000000,2856.653223,1702.785770,0.634812
617,6.414052,18433.482710,1,buy-small,30.974458,0.000000,2570.987901,1733.760228,0.571331
618,6.551496,18368.394845,1,buy-small,28.044527,0.000000,2313.889111,1761.804755,0.514198
619,6.464448,18523.501370,4,buy-small,25.341594,0.000000,2082.500200,1787.146349,0.462778
620,6.524007,18388.337556,4,sell-large,0.000000,893.573174,10286.559783,893.573174,16.441001
621,6.281189,18392.517494,4,sell-large,0.000000,446.786587,14329.346892,446.786587,8.101778
622,6.487355,18411.994169,1,sell-large,0.000000,223.393294,16356.869023,223.393294,4.063171
623,6.510262,18533.599404,4,buy-small,177.444513,0.000000,14721.182120,400.837807,3.271374
624,6.798895,18521.523115,1,sell-large,0.000000,200.418903,16623.578345,200.418903,3.812417
625,6.656869,18483.781323,1,buy-small,175.190345,0.000000,14961.220511,375.609248,3.324716
626,6.707266,18289.669161,0,buy-small,159.211833,0.000000,13465.098460,534.821081,2.992244
627,6.363656,18162.254991,0,nothing,0.000000,0.000000,13465.098460,534.821081,0.000000
628,6.414052,18323.972586,0,nothing,0.000000,0.000000,13465.098460,534.821081,0.000000
629,6.134582,18517.543589,4,nothing,0.000000,0.000000,13465.098460,534.821081,0.000000
630,6.139163,18483.087750,1,sell-large,0.000000,267.410541,15986.268579,267.410541,5.052445
631,5.942161,18534.105958,4,buy-small,170.871282,0.000000,14387.641721,438.281823,3.197254
632,5.974231,18461.688334,1,sell-large,0.000000,219.140911,16456.727375,219.140911,4.146464
633,6.249119,18416.389819,1,buy-small,179.511204,0.000000,14811.054638,398.652115,3.291345
634,6.162071,18495.834049,4,buy-small,163.442483,0.000000,13329.949174,562.094598,2.962211
635,6.436959,18551.186079,1,sell-large,0.000000,281.047299,15907.725727,281.047299,5.165885
636,6.464448,18521.212258,4,buy-small,168.789432,0.000000,14316.953154,449.836731,3.181545
637,6.606473,18524.221131,1,sell-large,0.000000,224.918365,16414.878447,224.918365,4.204259
638,6.601892,18478.831158,0,buy-small,174.681129,0.000000,14773.390602,399.599494,3.282976
639,6.615636,18500.800339,4,nothing,0.000000,0.000000,14773.390602,399.599494,0.000000
640,6.835546,18481.511526,1,sell-large,0.000000,199.799747,16633.368061,199.799747,3.727410
641,6.730173,18538.999686,1,buy-small,179.460962,0.000000,14970.031255,379.260709,3.326674
642,7.967168,18580.374316,4,buy-small,158.762670,0.000000,13473.028129,538.023380,2.994006
643,7.907609,18565.407153,1,sell-large,0.000000,269.011690,16021.593876,269.011690,5.107346
644,7.889283,18622.417949,4,buy-small,169.091658,0.000000,14419.434489,438.103348,3.204319
645,7.925935,18577.068299,1,sell-large,0.000000,219.051674,16516.723235,219.051674,4.202983
646,7.953424,18539.441676,1,buy-small,175.251219,0.000000,14865.050912,394.302893,3.303345
647,7.861795,18617.615431,4,buy-small,159.199451,0.000000,13378.545821,553.502344,2.973010
648,8.077123,18562.927569,0,sell-large,0.000000,276.751172,15992.841556,276.751172,5.239070
649,8.109194,18535.032988,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
650,8.370338,18413.312288,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
651,8.567341,18368.934684,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
652,8.475711,18467.833099,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
653,8.384081,18399.364859,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
654,8.718529,18450.082002,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
655,8.796414,18455.153744,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
656,8.640644,18428.527237,0,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
657,8.810158,18490.655661,2,nothing,0.000000,0.000000,15992.841556,276.751172,0.000000
658,8.997998,19229.947157,4,buy-large,884.210230,0.000000,7996.420778,1160.961402,15.992842
659,8.759762,19213.394686,4,sell-large,0.000000,580.480701,13601.950441,580.480701,11.233526
660,8.530689,19249.004627,3,sell-large,0.000000,290.240350,16402.061119,290.240350,5.611444
661,8.709366,19284.337854,2,sell-small,0.000000,29.024035,16686.186081,261.216315,0.569389
662,8.759762,19252.555982,4,buy-large,837.130972,0.000000,8343.093041,1098.347288,16.686186
663,8.805576,19266.806910,4,sell-large,0.000000,549.173644,13786.915049,549.173644,10.909463
664,9.030068,19296.551016,1,sell-large,0.000000,274.586822,16521.381087,274.586822,5.479892
665,8.814739,19279.208761,4,buy-small,163.142457,0.000000,14869.242979,437.729279,3.304276
666,8.933858,19247.725459,1,sell-large,0.000000,218.864640,17069.815904,218.864640,4.409966
667,8.865136,19210.357444,0,buy-small,171.196602,0.000000,15362.834314,390.061242,3.413963
668,8.906369,19188.912658,1,nothing,0.000000,0.000000,15362.834314,390.061242,0.000000
669,8.855973,19235.903892,0,buy-small,156.307864,0.000000,13826.550882,546.369106,3.072567
670,8.700203,19165.815117,0,nothing,0.000000,0.000000,13826.550882,546.369106,0.000000
671,8.503200,19288.470063,4,nothing,0.000000,0.000000,13826.550882,546.369106,0.000000
672,8.503200,19234.196621,1,sell-large,0.000000,273.184553,16552.048554,273.184553,5.461919
673,8.562759,19325.939482,4,buy-small,168.250236,0.000000,14896.843698,441.434789,3.310410
674,8.713947,19304.319812,1,sell-large,0.000000,220.717394,17106.962494,220.717394,4.429096
675,8.796414,19291.914120,4,buy-small,171.490206,0.000000,15396.266245,392.207600,3.421392
676,9.204164,19237.705689,1,sell-large,0.000000,196.103800,17340.194534,196.103800,3.895648
677,9.149186,19316.693489,1,buy-small,178.848861,0.000000,15606.175081,374.952661,3.468039
678,9.112534,19264.794503,2,buy-small,157.387003,0.000000,14045.557573,532.339664,3.121235
679,9.199583,19147.896084,2,buy-large,714.860571,0.000000,7022.778786,1247.200235,14.045558
680,9.066720,19199.797350,2,buy-large,360.462234,0.000000,3511.389393,1607.662468,7.022779
681,9.094209,20023.281149,1,buy-large,179.554187,0.000000,1755.694697,1787.216655,3.511389
682,9.199583,20097.329153,1,buy-small,17.142556,0.000000,1580.125227,1804.359211,0.351139
683,9.511122,20463.842498,4,buy-small,15.366312,0.000000,1422.112704,1819.725523,0.316025
684,9.469889,20398.947324,4,sell-large,0.000000,909.862761,10923.935871,909.862761,19.041730
685,9.378259,20329.029220,4,sell-large,0.000000,454.931381,15651.966586,454.931381,9.475011
686,9.020906,20304.551724,1,sell-large,0.000000,227.465690,17985.820841,227.465690,4.677063
687,8.782669,20565.341452,4,buy-small,176.086620,0.000000,16187.238756,403.552310,3.597164
688,9.085046,20511.044131,1,sell-large,0.000000,201.776155,18371.912002,201.776155,4.378103
689,9.446982,20606.943492,1,buy-small,172.948631,0.000000,16534.720802,374.724787,3.674382
690,9.337026,20608.461532,4,buy-small,151.847732,0.000000,14881.248721,526.572518,3.306944
691,9.460726,20593.084351,1,sell-large,0.000000,263.286259,17739.127914,263.286259,5.727213
692,9.149186,20618.853872,4,buy-small,163.321613,0.000000,15965.215122,426.607872,3.547826
693,9.043813,20584.882887,1,sell-large,0.000000,213.303936,18287.380858,213.303936,4.653639
694,9.190419,20546.154642,1,buy-small,169.443540,0.000000,16458.642773,382.747477,3.657476
695,9.405749,20481.407502,0,buy-small,153.807626,0.000000,14812.778495,536.555103,3.291729
696,9.346189,20478.949006,0,nothing,0.000000,0.000000,14812.778495,536.555103,0.000000
697,9.378259,20611.692739,4,nothing,0.000000,0.000000,14812.778495,536.555103,0.000000
698,9.272886,20584.999027,1,sell-large,0.000000,268.277551,17706.436703,268.277551,5.798914
699,9.327864,20569.556295,0,buy-small,164.691206,0.000000,15935.793032,432.968757,3.541287
700,9.249979,20553.687124,0,nothing,0.000000,0.000000,15935.793032,432.968757,0.000000
701,9.410330,20539.801383,2,nothing,0.000000,0.000000,15935.793032,432.968757,0.000000
702,9.492796,20312.886533,2,buy-large,747.815879,0.000000,7967.896516,1180.784636,15.935793
703,9.456144,20705.433152,1,buy-large,380.298122,0.000000,3983.948258,1561.082759,7.967897
704,9.593589,20829.112300,1,buy-small,37.118919,0.000000,3585.553432,1598.201678,0.796790
705,9.405749,20619.121728,2,buy-small,33.165872,0.000000,3226.998089,1631.367549,0.717111
706,9.318701,20869.041483,1,buy-large,151.042254,0.000000,1613.499045,1782.409804,3.226998
707,9.465307,20629.923856,2,buy-small,14.905655,0.000000,1452.149140,1797.315458,0.322700
708,9.286631,20961.744712,1,buy-large,67.910646,0.000000,726.074570,1865.226105,1.452149
709,9.185838,20301.241840,4,buy-small,6.679219,0.000000,653.467113,1871.905324,0.145215
710,8.746018,20062.904046,2,sell-large,0.000000,935.952662,10457.706702,935.952662,19.647775
711,8.585666,20145.094500,3,buy-large,508.492550,0.000000,5228.853351,1444.445212,10.457707
712,8.943021,20064.684511,4,sell-small,0.000000,144.444521,6717.494218,1300.000691,2.983248
713,8.695621,19953.065068,4,sell-large,0.000000,650.000345,13377.742174,650.000345,13.347190
714,8.878880,19903.309572,2,sell-large,0.000000,325.000173,16658.828298,325.000173,6.575323
715,8.897206,20120.021390,1,buy-large,832.689939,0.000000,8329.414149,1157.690112,16.658828
716,8.800995,20243.269378,0,buy-small,81.620857,0.000000,7496.472734,1239.310969,1.665883
717,9.025487,20231.913571,4,nothing,0.000000,0.000000,7496.472734,1239.310969,0.000000
718,9.676055,20043.164370,0,sell-large,0.000000,619.655484,13851.457712,619.655484,12.735441
719,9.666892,20011.936213,0,nothing,0.000000,0.000000,13851.457712,619.655484,0.000000
720,9.808917,20071.553886,0,nothing,0.000000,0.000000,13851.457712,619.655484,0.000000
721,9.946361,20151.043911,4,nothing,0.000000,0.000000,13851.457712,619.655484,0.000000
722,9.932617,20170.294890,4,sell-large,0.000000,309.827742,16994.951225,309.827742,6.299586
723,9.978432,20180.604334,2,sell-large,0.000000,154.913871,18579.447714,154.913871,3.175344
724,10.106712,20181.302161,0,buy-large,896.994617,0.000000,9289.723857,1051.908489,18.579448
725,10.074642,20316.242034,0,nothing,0.000000,0.000000,9289.723857,1051.908489,0.000000
726,9.950943,20446.362062,3,nothing,0.000000,0.000000,9289.723857,1051.908489,0.000000
727,9.863895,20491.842463,3,sell-small,0.000000,105.190849,10403.156350,946.717640,2.231328
728,9.808917,20528.861208,0,sell-small,0.000000,94.671764,11410.007224,852.045876,2.017737
729,9.900547,20349.294244,0,nothing,0.000000,0.000000,11410.007224,852.045876,0.000000
730,9.772266,20263.414836,0,nothing,0.000000,0.000000,11410.007224,852.045876,0.000000
731,9.996757,20419.559059,1,nothing,0.000000,0.000000,11410.007224,852.045876,0.000000
732,9.818081,20338.131461,1,buy-small,107.690217,0.000000,10269.006502,959.736092,2.282001
733,10.033409,20340.921696,2,buy-small,97.683018,0.000000,9242.105851,1057.419110,2.053801
734,9.955524,20592.266629,4,buy-large,439.381729,0.000000,4621.052926,1496.800839,9.242106
735,9.932617,20590.010602,4,sell-large,0.000000,748.400419,12590.688564,748.400419,15.971214
736,9.676055,20535.722714,0,sell-large,0.000000,374.200210,16582.350261,374.200210,7.999322
737,9.895965,20511.721512,0,nothing,0.000000,0.000000,16582.350261,374.200210,0.000000
738,9.804336,20588.868873,1,nothing,0.000000,0.000000,16582.350261,374.200210,0.000000
739,9.721869,20573.439430,4,buy-small,154.565829,0.000000,14924.115235,528.766039,3.316470
740,9.758521,20604.128230,1,sell-large,0.000000,264.383019,17743.128008,264.383019,5.649324
741,10.221249,20720.197393,4,buy-small,163.635073,0.000000,15968.815207,428.018092,3.548626
742,10.262482,20719.367940,0,sell-large,0.000000,214.009046,18339.754918,214.009046,4.751382
743,10.464067,20720.348316,0,nothing,0.000000,0.000000,18339.754918,214.009046,0.000000
744,10.413671,20734.075070,2,nothing,0.000000,0.000000,18339.754918,214.009046,0.000000
745,10.280809,21127.073708,4,buy-large,817.982446,0.000000,9169.877459,1031.991492,18.339755
746,10.193761,21178.944669,4,sell-large,0.000000,515.995746,15136.518387,515.995746,11.957196
747,10.848910,21109.074085,0,sell-large,0.000000,257.997873,18151.689102,257.997873,6.042426
748,10.601511,21103.163870,0,nothing,0.000000,0.000000,18151.689102,257.997873,0.000000
749,10.867236,21135.078207,0,nothing,0.000000,0.000000,18151.689102,257.997873,0.000000
750,10.876399,21155.172371,0,nothing,0.000000,0.000000,18151.689102,257.997873,0.000000
751,10.839747,21140.988164,0,nothing,0.000000,0.000000,18151.689102,257.997873,0.000000
752,10.908469,21013.331075,1,nothing,0.000000,0.000000,18151.689102,257.997873,0.000000
753,10.771025,21083.051506,0,buy-small,163.323401,0.000000,16336.520192,421.321274,3.630338
754,10.679396,21086.912073,0,nothing,0.000000,0.000000,16336.520192,421.321274,0.000000
755,10.564859,21077.260446,0,nothing,0.000000,0.000000,16336.520192,421.321274,0.000000
756,10.560277,21021.282858,2,nothing,0.000000,0.000000,16336.520192,421.321274,0.000000
757,10.807677,20989.078292,2,buy-large,733.138275,0.000000,8168.260096,1154.459549,16.336520
758,10.729792,21309.886474,3,buy-large,367.022832,0.000000,4084.130048,1521.482381,8.168260
759,10.702304,21300.142385,0,sell-small,0.000000,152.148238,5803.260539,1369.334143,3.445151
760,10.665652,21495.427235,0,nothing,0.000000,0.000000,5803.260539,1369.334143,0.000000
761,10.633581,21445.031631,0,nothing,0.000000,0.000000,5803.260539,1369.334143,0.000000
762,10.454904,21375.736477,0,nothing,0.000000,0.000000,5803.260539,1369.334143,0.000000
763,10.711466,21230.847231,2,nothing,0.000000,0.000000,5803.260539,1369.334143,0.000000
764,10.789351,21404.610851,4,buy-large,257.030142,0.000000,2901.630270,1626.364285,5.803261
765,10.661070,21427.258953,0,sell-large,0.000000,813.182143,12134.617580,813.182143,18.502981
766,10.803095,21535.748022,0,nothing,0.000000,0.000000,12134.617580,813.182143,0.000000
767,10.670233,21472.150673,4,nothing,0.000000,0.000000,12134.617580,813.182143,0.000000
768,10.848910,21451.590413,4,sell-large,0.000000,406.591071,16794.046593,406.591071,9.337533
769,10.496137,21480.601863,1,sell-large,0.000000,203.295536,19118.160959,203.295536,4.657544
770,10.262482,21498.755632,1,buy-small,164.188805,0.000000,17206.344864,367.484341,3.823632
771,10.326623,21935.561277,4,buy-small,147.013334,0.000000,15485.710377,514.497675,3.441269
772,10.267064,21930.295028,1,sell-large,0.000000,257.248838,18704.185976,257.248838,6.449851
773,10.115876,21950.840827,4,buy-small,148.848249,0.000000,16833.767379,406.097087,3.740837
774,9.983014,21865.390237,1,sell-large,0.000000,203.048543,19387.187029,203.048543,5.117073
775,10.184597,21809.946440,1,buy-small,158.528848,0.000000,17448.468326,361.577392,3.877437
776,10.285390,21894.904206,4,buy-small,144.362841,0.000000,15703.621494,505.940233,3.489694
777,10.276227,21816.558763,1,sell-large,0.000000,252.970116,18793.071567,252.970116,6.191283
778,9.992176,22039.083430,4,buy-small,156.924009,0.000000,16913.764410,409.894126,3.758614
779,9.941780,21925.530663,1,sell-large,0.000000,204.947063,19471.298601,204.947063,5.125319
780,10.037991,21953.734546,0,buy-small,162.274968,0.000000,17524.168741,367.222031,3.894260
781,10.166272,21850.682497,1,nothing,0.000000,0.000000,17524.168741,367.222031,0.000000
782,10.248739,21809.221135,2,buy-small,148.442619,0.000000,15771.751867,515.664649,3.504834
783,10.335786,22662.330398,4,buy-large,672.191333,0.000000,7885.875934,1187.855982,15.771752
784,10.354112,22554.654697,4,sell-large,0.000000,593.927991,15259.326712,593.927991,14.776454
785,10.482393,22704.468468,1,sell-large,0.000000,296.963996,18899.695376,296.963996,7.295328
786,10.606092,22616.907843,4,buy-small,147.217820,0.000000,17009.725839,444.181815,3.779939
787,10.656489,22516.281065,1,sell-large,0.000000,222.090908,19807.709659,222.090908,5.607182
788,10.702304,22583.015278,4,buy-small,162.089653,0.000000,17826.938693,384.180561,3.961542
789,10.491556,22549.097015,1,sell-large,0.000000,192.090280,20200.220909,192.090280,4.756077
790,10.390764,22481.012889,2,buy-small,164.866319,0.000000,18180.198818,356.956599,4.040044
791,10.574022,21906.274173,0,buy-large,752.946157,0.000000,9090.099409,1109.902756,18.180199
792,10.491556,22003.289663,4,nothing,0.000000,0.000000,9090.099409,1109.902756,0.000000
793,10.496137,21934.209289,0,sell-large,0.000000,554.951378,15533.781346,554.951378,12.913190
794,10.670233,21895.914314,4,nothing,0.000000,0.000000,15533.781346,554.951378,0.000000
795,10.688559,21862.745254,0,sell-large,0.000000,277.475689,18708.485697,277.475689,6.362133
796,10.564859,22029.968476,0,nothing,0.000000,0.000000,18708.485697,277.475689,0.000000
797,10.500719,22013.373765,0,nothing,0.000000,0.000000,18708.485697,277.475689,0.000000
798,10.706885,21989.120170,2,nothing,0.000000,0.000000,18708.485697,277.475689,0.000000
799,10.683977,22402.403836,4,buy-large,789.598430,0.000000,9354.242848,1067.074119,18.708486
800,10.821422,22458.082185,4,sell-large,0.000000,533.537060,15865.275181,533.537060,13.048161
801,11.100891,22364.354239,0,sell-large,0.000000,266.768530,19155.085876,266.768530,6.592807
802,11.119217,22289.492054,2,nothing,0.000000,0.000000,19155.085876,266.768530,0.000000
803,11.123798,22424.399017,4,buy-large,813.512012,0.000000,9577.542938,1080.280541,19.155086
804,11.187939,22525.856645,4,sell-large,0.000000,540.140271,15988.124121,540.140271,12.846856
805,11.586526,22602.562630,1,sell-large,0.000000,270.070135,19250.452650,270.070135,6.537733
806,11.710225,22631.939635,4,buy-small,154.785327,0.000000,17325.407385,424.855463,3.850091
807,11.462827,22656.928059,0,sell-large,0.000000,212.427731,19973.366978,212.427731,5.306532
808,11.439919,22702.859608,0,nothing,0.000000,0.000000,19973.366978,212.427731,0.000000
809,11.563619,22708.723038,0,nothing,0.000000,0.000000,19973.366978,212.427731,0.000000
810,11.641504,22707.745658,0,nothing,0.000000,0.000000,19973.366978,212.427731,0.000000
811,11.586526,22718.495776,0,nothing,0.000000,0.000000,19973.366978,212.427731,0.000000
812,11.091727,22711.654966,1,nothing,0.000000,0.000000,19973.366978,212.427731,0.000000
813,11.265824,22574.255691,0,buy-small,154.637177,0.000000,17976.030280,367.064908,3.994673
814,11.274987,22589.453646,0,nothing,0.000000,0.000000,17976.030280,367.064908,0.000000
815,11.252079,22479.690961,2,nothing,0.000000,0.000000,17976.030280,367.064908,0.000000
816,11.119217,22532.441673,4,buy-large,731.091176,0.000000,8988.015140,1098.156084,17.976030
817,11.105472,22412.805485,4,sell-large,0.000000,549.078042,15746.683980,549.078042,13.544427
818,11.321693,22231.845246,4,sell-large,0.000000,274.539021,19073.078611,274.539021,6.666122
819,11.317093,22183.849865,0,sell-large,0.000000,137.269511,20649.303162,137.269511,3.158767
820,11.459706,22206.583892,4,nothing,0.000000,0.000000,20649.303162,137.269511,0.000000
821,11.422903,22195.238403,0,sell-large,0.000000,68.634755,21426.386246,68.634755,1.557281
822,11.372298,22171.872867,0,nothing,0.000000,0.000000,21426.386246,68.634755,0.000000
823,11.266488,22196.817140,0,nothing,0.000000,0.000000,21426.386246,68.634755,0.000000
824,11.376898,22210.710118,0,nothing,0.000000,0.000000,21426.386246,68.634755,0.000000
825,11.427503,22225.234605,1,nothing,0.000000,0.000000,21426.386246,68.634755,0.000000
826,11.560916,22217.466816,0,buy-small,183.721174,0.000000,19283.747622,252.355930,4.285277
827,11.482708,22295.250232,0,nothing,0.000000,0.000000,19283.747622,252.355930,0.000000
828,11.455106,22302.216013,0,nothing,0.000000,0.000000,19283.747622,252.355930,0.000000
829,11.620722,22317.308159,4,nothing,0.000000,0.000000,19283.747622,252.355930,0.000000
830,11.680527,22268.997655,3,sell-large,0.000000,126.177965,20797.494330,126.177965,3.033561
831,12.536210,22276.017310,1,sell-small,0.000000,12.617796,20944.350362,113.560168,0.294301
832,12.540811,22309.417294,0,buy-small,178.249304,0.000000,18849.915325,291.809472,4.188870
833,12.600616,22228.870000,1,nothing,0.000000,0.000000,18849.915325,291.809472,0.000000
834,12.204979,22220.920248,0,buy-small,162.463933,0.000000,16964.923793,454.273406,3.769983
835,12.062364,22268.986917,4,nothing,0.000000,0.000000,16964.923793,454.273406,0.000000
836,12.237182,22264.727683,3,sell-large,0.000000,227.136703,19611.651292,227.136703,5.304063
837,11.951954,22244.447962,3,sell-small,0.000000,22.713670,19876.428316,204.423033,0.530615
838,12.504007,22227.892971,0,sell-small,0.000000,20.442303,20112.756676,183.980729,0.473604
839,11.974956,22213.504206,0,nothing,0.000000,0.000000,20112.756676,183.980729,0.000000
840,12.062364,22216.043508,0,nothing,0.000000,0.000000,20112.756676,183.980729,0.000000
841,11.781738,22212.640049,2,nothing,0.000000,0.000000,20112.756676,183.980729,0.000000
842,11.708131,22212.196317,0,buy-large,879.324769,0.000000,10056.378338,1063.305498,20.112757
843,12.439601,22438.397549,0,nothing,0.000000,0.000000,10056.378338,1063.305498,0.000000
844,12.283186,22438.397549,0,nothing,0.000000,0.000000,10056.378338,1063.305498,0.000000
845,12.812237,22512.157988,0,nothing,0.000000,0.000000,10056.378338,1063.305498,0.000000
846,12.623619,22674.432230,4,nothing,0.000000,0.000000,10056.378338,1063.305498,0.000000
847,12.195778,22597.888250,4,sell-large,0.000000,531.652749,16352.787230,531.652749,12.618054
848,12.379795,22500.671249,0,sell-large,0.000000,265.826375,19469.092639,265.826375,6.245101
849,12.227980,22476.084170,0,nothing,0.000000,0.000000,19469.092639,265.826375,0.000000
850,12.048563,22418.304681,0,nothing,0.000000,0.000000,19469.092639,265.826375,0.000000
851,11.547115,22397.405677,1,nothing,0.000000,0.000000,19469.092639,265.826375,0.000000
852,11.634524,22491.674389,4,buy-small,176.383039,0.000000,17522.183375,442.209413,3.893819
853,11.533313,22507.155757,1,sell-large,0.000000,221.104707,20001.959391,221.104707,4.969491
854,11.464307,22418.639565,2,buy-small,176.181092,0.000000,18001.763452,397.285798,4.000392
855,11.367697,22406.210975,4,buy-large,807.985224,0.000000,9000.881726,1205.271023,18.001763
856,11.970356,22289.687478,4,sell-large,0.000000,602.635511,15690.141021,602.635511,13.405329
857,11.910550,22163.248135,2,sell-large,0.000000,301.317756,18983.314703,301.317756,6.599546
858,11.823142,22443.669915,4,buy-large,897.592652,0.000000,9491.657352,1198.910407,18.983315
859,12.227980,22405.767378,4,sell-large,0.000000,599.455204,15954.711621,599.455204,12.952013
860,12.356793,22427.039027,1,sell-large,0.000000,299.727602,19173.788444,299.727602,6.451056
861,12.030161,22414.398270,4,buy-small,176.298126,0.000000,17256.409599,476.025727,3.834758
862,11.749535,22359.707662,1,sell-large,0.000000,238.012864,19830.245946,238.012864,5.157989
863,11.892148,22493.077041,4,buy-small,186.221989,0.000000,17847.221351,424.234853,3.966049
864,12.103768,22584.565984,0,sell-large,0.000000,212.117426,20165.503340,212.117426,4.645856
865,12.411998,22624.785570,0,nothing,0.000000,0.000000,20165.503340,212.117426,0.000000
866,12.490206,22605.166405,0,nothing,0.000000,0.000000,20165.503340,212.117426,0.000000
867,12.632819,22596.337653,0,nothing,0.000000,0.000000,20165.503340,212.117426,0.000000
868,12.849041,22601.242444,0,nothing,0.000000,0.000000,20165.503340,212.117426,0.000000
869,12.876643,22657.157446,1,nothing,0.000000,0.000000,20165.503340,212.117426,0.000000
870,12.872042,22715.189580,0,buy-small,171.327944,0.000000,18148.953006,383.445371,4.033101
871,12.922648,22720.509501,1,nothing,0.000000,0.000000,18148.953006,383.445371,0.000000
872,12.890445,22709.452020,0,buy-small,151.922299,0.000000,16334.057706,535.367670,3.629791
873,12.527009,22704.500404,0,nothing,0.000000,0.000000,16334.057706,535.367670,0.000000
874,12.568413,22654.983178,0,nothing,0.000000,0.000000,16334.057706,535.367670,0.000000
875,12.269385,22840.673848,0,nothing,0.000000,0.000000,16334.057706,535.367670,0.000000
876,12.333790,22810.963084,4,nothing,0.000000,0.000000,16334.057706,535.367670,0.000000
877,12.140572,22776.013719,1,sell-large,0.000000,267.683835,19566.033489,267.683835,6.476905
878,11.505711,22676.532204,0,buy-small,162.837011,0.000000,17609.430140,430.520846,3.913207
879,11.179079,22811.920247,4,nothing,0.000000,0.000000,17609.430140,430.520846,0.000000
880,11.344695,22808.708916,0,sell-large,0.000000,215.260423,20205.472703,215.260423,5.202490
881,11.202082,22807.713336,0,nothing,0.000000,0.000000,20205.472703,215.260423,0.000000
882,10.861649,22773.866218,0,nothing,0.000000,0.000000,20205.472703,215.260423,0.000000
883,11.225084,22748.978669,0,nothing,0.000000,0.000000,20205.472703,215.260423,0.000000
884,11.427503,22787.803469,0,nothing,0.000000,0.000000,20205.472703,215.260423,0.000000
885,11.639123,22762.915920,2,nothing,0.000000,0.000000,20205.472703,215.260423,0.000000
886,11.625323,23018.240467,4,buy-large,848.648310,0.000000,10102.736352,1063.908733,20.205473
887,11.933552,22968.423820,4,sell-large,0.000000,531.954366,16547.572905,531.954366,12.915504
