time,price,portfolio_value,action,action_name,amount_bought,amount_sold,cash,shares,commission
1165,18.174025,31568.123369,1,sell-large,0.000000,188.924541,27706.966726,188.924541,7.621171
1166,16.319053,31687.434457,4,buy-small,135.297720,0.000000,24936.270053,324.222261,5.541393
1167,16.483417,31627.392501,1,sell-large,0.000000,162.111131,28305.101091,162.111131,6.751164
1168,16.384799,31700.921768,1,buy-small,137.838444,0.000000,25474.590982,299.949575,5.661020
1169,17.248887,31494.682618,0,buy-small,122.476798,0.000000,22927.131884,422.426373,5.094918
1170,17.549439,31297.521022,0,nothing,0.000000,0.000000,22927.131884,422.426373,0.000000
1171,17.103306,31295.530127,0,nothing,0.000000,0.000000,22927.131884,422.426373,0.000000
1172,17.558831,31227.818136,0,nothing,0.000000,0.000000,22927.131884,422.426373,0.000000
1173,17.868776,31347.309462,2,nothing,0.000000,0.000000,22927.131884,422.426373,0.000000
1174,18.080102,30840.545095,0,buy-large,573.957914,0.000000,11463.565942,996.384287,22.927132
1175,18.136455,30647.949991,2,nothing,0.000000,0.000000,11463.565942,996.384287,0.000000
1176,17.934522,31252.394688,4,buy-large,297.097700,0.000000,5731.782971,1293.481986,11.463566
1177,17.605794,31336.640251,3,sell-large,0.000000,646.740993,18466.568218,646.740993,25.520612
1178,17.727892,31682.574133,4,sell-small,0.000000,64.674099,19751.001407,582.066894,2.574014
1179,18.399439,31685.735264,2,sell-large,0.000000,291.033447,25704.856197,291.033447,11.931573
1180,18.277339,31798.099647,4,buy-large,624.156656,0.000000,12852.428098,915.190103,25.704856
1181,17.521263,31841.716829,4,sell-large,0.000000,457.595051,22306.318201,457.595051,18.945672
1182,17.680932,31781.484017,1,sell-large,0.000000,228.797526,27064.482116,228.797526,9.535399
1183,17.934522,31801.516225,4,buy-small,131.013345,0.000000,24358.033905,359.810871,5.412896
1184,18.103583,31707.559997,1,sell-large,0.000000,179.905435,28072.331583,179.905435,7.443482
1185,18.347782,31867.146755,4,buy-small,138.650553,0.000000,25265.098424,318.555988,5.614466
1186,18.408832,31863.548530,1,sell-large,0.000000,159.277994,28559.520541,159.277994,6.602048
1187,19.329273,31803.287532,1,buy-small,137.402145,0.000000,25703.568487,296.680140,5.711904
1188,19.291705,31694.827164,4,buy-small,124.767825,0.000000,23133.211639,421.447965,5.140714
1189,18.737561,31717.062859,1,sell-large,0.000000,210.723983,27405.457786,210.723983,8.561616
1190,18.131760,31724.570687,4,buy-small,133.672661,0.000000,24664.912007,344.396643,5.481092
1191,18.178721,31728.876462,1,sell-large,0.000000,172.198322,28187.681688,172.198322,7.059659
1192,18.545020,31933.010831,4,buy-small,136.794614,0.000000,25368.913520,308.992936,5.637536
1193,18.714079,31939.557458,1,sell-large,0.000000,154.496468,28644.398078,154.496468,6.564097
1194,18.516843,31901.181736,1,buy-small,134.033196,0.000000,25779.958270,288.529664,5.728880
1195,17.925129,31982.966660,4,buy-small,121.273242,0.000000,23201.962443,409.802905,5.155992
1196,17.511871,32021.519735,1,sell-large,0.000000,204.901453,27583.683547,204.901453,8.781004
1197,16.999993,31990.959222,4,buy-small,127.103226,0.000000,24825.315193,332.004679,5.516737
1198,17.493086,32036.229235,1,sell-large,0.000000,166.002339,28400.971563,166.002339,7.165644
1199,17.868776,31969.264369,4,buy-small,129.432323,0.000000,25560.874407,295.434663,5.680194
1200,18.080102,31912.714365,1,sell-large,0.000000,147.717331,28758.660998,147.717331,6.408390
1201,18.437007,32024.013784,1,buy-small,134.419297,0.000000,25882.794898,282.136628,5.751732
1202,19.216565,32054.740419,4,buy-small,118.671548,0.000000,23294.515408,400.808176,5.176559
1203,19.409108,32079.993177,1,sell-large,0.000000,200.404088,27665.867689,200.404088,8.760225
1204,19.493637,32054.494642,4,buy-small,125.353579,0.000000,24899.280920,325.757667,5.533174
1205,19.296400,32065.000869,1,sell-large,0.000000,162.878833,28469.732567,162.878833,7.155214
1206,19.827063,32100.549255,4,buy-small,128.720368,0.000000,25622.759310,291.599201,5.693947
1207,19.329273,32127.065186,1,sell-large,0.000000,145.799601,28855.176493,145.799601,6.477790
1208,19.935074,32090.278021,1,buy-small,128.325241,0.000000,25969.658844,274.124842,5.771035
1209,19.216565,32149.469895,4,buy-small,116.077975,0.000000,23372.692959,390.202817,5.193932
1210,19.249440,32171.046800,1,sell-large,0.000000,195.101408,27752.304650,195.101408,8.776777
1211,19.766013,32162.503655,4,buy-small,122.290111,0.000000,24977.074185,317.391520,5.550461
1212,19.977339,32165.044530,1,sell-large,0.000000,158.695760,28562.603491,158.695760,7.185429
1213,19.385626,32050.776821,1,buy-small,125.573146,0.000000,25706.343142,284.268906,5.712521
1214,19.441981,32103.981332,4,buy-small,114.949566,0.000000,23135.708827,399.218472,5.141269
1215,20.226234,32106.305752,1,sell-large,0.000000,199.609236,27610.876807,199.609236,8.968273
1216,19.958554,32187.303626,4,buy-small,122.354581,0.000000,24849.789126,321.963817,5.522175
1217,19.892809,32142.777519,1,sell-large,0.000000,160.981908,28511.208861,160.981908,7.337514
1218,19.362146,32222.352447,4,buy-small,126.133076,0.000000,25660.087975,287.114984,5.702242
1219,19.338665,32177.889139,1,sell-large,0.000000,143.557492,28934.657947,143.557492,6.562264
1220,19.441981,32213.043757,1,buy-small,127.819422,0.000000,26041.192152,271.376914,5.786932
1221,20.752200,32102.382261,0,buy-small,114.274368,0.000000,23437.072937,385.651281,5.208238
1222,20.770985,32222.380356,4,nothing,0.000000,0.000000,23437.072937,385.651281,0.000000
1223,20.832035,32226.367048,1,sell-large,0.000000,192.825641,27820.941339,192.825641,8.785307
1224,20.169881,32238.650020,4,buy-small,121.528815,0.000000,25038.847205,314.354456,5.564188
1225,20.437560,32254.502772,1,sell-large,0.000000,157.177228,28631.548810,157.177228,7.199803
1226,20.822643,32312.622377,4,buy-small,123.965887,0.000000,25768.393929,281.143115,5.726310
1227,20.493913,32280.805632,1,sell-large,0.000000,140.571557,29033.963924,140.571557,6.544228
1228,20.757925,32329.118414,1,buy-small,125.450736,0.000000,26130.567532,266.022294,5.806793
1229,20.281761,32300.646589,4,buy-small,111.919883,0.000000,23517.510779,377.942176,5.226114
1230,19.815025,32234.644520,1,sell-large,0.000000,188.971088,27900.295548,188.971088,8.783136
1231,19.810312,32234.937881,0,buy-small,121.397805,0.000000,25110.265993,310.368893,5.580059
1232,19.650019,32224.659395,0,nothing,0.000000,0.000000,25110.265993,310.368893,0.000000
1233,19.932888,32196.759404,2,nothing,0.000000,0.000000,25110.265993,310.368893,0.000000
1234,19.447295,32200.103306,2,buy-large,548.780485,0.000000,12555.132997,859.149378,25.110266
1235,19.254001,32257.240950,3,buy-large,273.992810,0.000000,6277.566498,1133.142188,12.555133
1236,19.730164,32174.846078,2,sell-small,0.000000,113.314219,8870.338009,1019.827969,5.195935
1237,19.899886,32125.786149,0,buy-large,193.699140,0.000000,4435.169004,1213.527109,8.870338
1238,20.498628,32516.199664,4,nothing,0.000000,0.000000,4435.169004,1213.527109,0.000000
1239,20.550487,32387.644656,0,sell-large,0.000000,606.763555,18447.603303,606.763555,28.081031
1240,20.701351,32430.704845,0,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1241,20.838072,32482.376829,0,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1242,20.616490,32525.437625,0,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1243,20.687208,32321.619073,0,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1244,20.206329,32654.618800,0,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1245,20.724923,32907.238131,4,nothing,0.000000,0.000000,18447.603303,606.763555,0.000000
1246,20.743782,33103.773848,4,sell-large,0.000000,303.381777,25662.961082,303.381777,14.459635
1247,20.559917,33043.943098,1,sell-large,0.000000,151.690889,29375.926653,151.690889,7.440813
1248,20.314763,33196.895301,4,buy-small,121.241231,0.000000,26438.333987,272.932120,5.875185
1249,20.460913,33212.088534,1,sell-large,0.000000,136.466060,29810.856083,136.466060,6.758561
1250,20.498628,33253.331603,1,buy-small,119.369487,0.000000,26829.770475,255.835547,5.962171
1251,20.564630,33271.974781,4,buy-small,106.643042,0.000000,24146.793427,362.478589,5.365954
1252,21.243519,33292.003571,1,sell-large,0.000000,181.239294,28700.258922,181.239294,9.125181
1253,21.328380,33311.325942,4,buy-small,113.055317,0.000000,25830.233030,294.294611,5.740052
1254,21.215231,33309.414375,1,sell-large,0.000000,147.147306,29563.298393,147.147306,7.481093
1255,21.427384,33477.728092,4,buy-small,115.892284,0.000000,26606.968554,263.039590,5.912660
1256,21.658393,33479.568678,1,sell-large,0.000000,131.519795,30035.477563,131.519795,6.870760
1257,21.582961,33538.734396,1,buy-small,114.467335,0.000000,27031.929807,245.987130,6.007096
1258,21.898834,33590.949334,4,buy-small,101.988737,0.000000,24328.736826,347.975868,5.406386
1259,21.691395,33562.754451,1,sell-large,0.000000,173.987934,28950.580868,173.987934,9.262213
1260,21.351952,33516.799622,4,buy-small,108.993678,0.000000,26055.522781,282.981612,5.790116
1261,21.766826,33520.048917,1,sell-large,0.000000,141.490806,29778.699925,141.490806,7.461277
1262,21.856403,33607.783124,4,buy-small,112.392226,0.000000,26800.829932,253.883033,5.955740
1263,22.026125,33615.390253,1,sell-large,0.000000,126.941516,30197.499575,126.941516,6.806953
1264,21.964836,33615.001263,1,buy-small,111.930138,0.000000,27177.749618,238.871654,6.039500
1265,22.073269,33805.536860,4,buy-small,100.648699,0.000000,24459.974656,339.520353,5.435550
1266,22.214704,33735.150971,1,sell-large,0.000000,169.760177,29123.410196,169.760177,9.345562
1267,22.440999,33645.528235,4,buy-small,106.990126,0.000000,26211.069176,276.750303,5.824682
1268,22.327853,33802.416758,1,sell-large,0.000000,138.375151,29920.864246,138.375151,7.434459
1269,22.492859,33951.646932,4,buy-small,106.452856,0.000000,26928.777822,244.828007,5.984173
1270,22.648438,34004.856282,1,sell-large,0.000000,122.414004,30433.189508,122.414004,7.022869
1271,22.639009,33782.295577,1,buy-small,104.096992,0.000000,27389.870557,226.510996,6.086638
1272,22.700298,33625.355834,4,buy-small,96.859934,0.000000,24650.883501,323.370929,5.477974
1273,22.318423,33744.129370,1,sell-large,0.000000,161.685465,29129.145195,161.685465,8.974472
1274,22.464573,33548.786564,0,buy-small,101.849534,0.000000,26216.230676,263.534998,5.825829
1275,22.521147,33592.425061,0,nothing,0.000000,0.000000,26216.230676,263.534998,0.000000
1276,22.789873,33517.616171,0,nothing,0.000000,0.000000,26216.230676,263.534998,0.000000
1277,22.558862,33454.027812,2,nothing,0.000000,0.000000,26216.230676,263.534998,0.000000
1278,22.855876,33935.366860,0,buy-large,476.324245,0.000000,13108.115338,739.859243,26.216231
1279,22.591863,34341.410491,4,nothing,0.000000,0.000000,13108.115338,739.859243,0.000000
1280,22.742729,33754.866285,2,sell-large,0.000000,369.929622,23703.529619,369.929622,21.233295
1281,22.469287,33708.304127,0,buy-large,435.320235,0.000000,11851.764810,805.249856,23.703530
1282,22.780444,33818.786824,2,nothing,0.000000,0.000000,11851.764810,805.249856,0.000000
1283,22.846680,33932.655392,2,buy-large,216.791895,0.000000,5925.882405,1022.041751,11.851765
1284,22.903454,33247.794992,4,buy-large,107.909366,0.000000,2962.941202,1129.951117,5.925882
1285,23.050120,32926.155067,4,sell-large,0.000000,564.975558,18075.083243,564.975558,30.284854
1286,23.277214,32923.369048,4,sell-large,0.000000,282.487779,25485.768083,282.487779,14.851072
1287,23.097430,32829.463351,0,sell-large,0.000000,141.243890,29197.130965,141.243890,7.437601
1288,23.300870,32823.430683,0,nothing,0.000000,0.000000,29197.130965,141.243890,0.000000
1289,23.239364,32873.702773,2,nothing,0.000000,0.000000,29197.130965,141.243890,0.000000
1290,22.936572,32897.730190,4,buy-large,559.715507,0.000000,14598.565482,700.959397,29.197131
1291,22.955496,32656.554326,4,sell-large,0.000000,350.479699,23729.848672,350.479699,18.299165
1292,22.922379,32620.184008,1,sell-large,0.000000,175.239849,28184.274793,175.239849,8.926706
1293,22.832486,32571.060439,0,buy-small,111.118822,0.000000,25365.847314,286.358671,5.636855
1294,22.865605,32387.600462,0,nothing,0.000000,0.000000,25365.847314,286.358671,0.000000
1295,22.927109,32368.575078,2,nothing,0.000000,0.000000,25365.847314,286.358671,0.000000
1296,22.851411,33171.131567,3,buy-large,517.598506,0.000000,12682.923657,803.957177,25.365847
1297,22.818293,33053.719136,2,sell-small,0.000000,80.395718,14727.646806,723.561460,4.097642
1298,23.140011,33962.663501,4,buy-large,290.161599,0.000000,7363.823403,1013.723059,14.727647
1299,22.974421,33808.577836,4,sell-large,0.000000,506.861529,20636.644612,506.861529,26.598840
1300,23.045388,33771.352282,0,sell-large,0.000000,253.430765,27209.439291,253.430765,13.171933
1301,23.130548,33894.027471,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1302,23.201516,33791.798062,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1303,22.865605,33811.041060,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1304,23.414418,33481.502502,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1305,23.830757,33691.974472,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1306,24.526235,33512.772311,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1307,24.180862,33640.258376,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1308,24.762792,33636.650029,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1309,24.923651,33654.690751,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1310,25.108165,33563.285877,0,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1311,25.174401,33588.542534,1,nothing,0.000000,0.000000,27209.439291,253.430765,0.000000
1312,25.335260,33279.603889,1,buy-small,107.882210,0.000000,24488.495362,361.312975,5.441888
1313,25.420421,33506.989877,1,buy-small,100.445980,0.000000,22039.645825,461.758955,4.897699
1314,25.458271,33557.427201,4,buy-small,88.570202,0.000000,19835.681243,550.329157,4.407929
1315,26.120629,33757.862744,4,sell-large,0.000000,275.164579,26682.832476,275.164579,13.721746
1316,26.186865,33812.161935,4,sell-large,0.000000,137.582289,30213.272580,137.582289,7.075030
1317,26.451809,33825.538981,0,sell-large,0.000000,68.791145,32009.118368,68.791145,3.598889
1318,26.617399,33774.284831,2,nothing,0.000000,0.000000,32009.118368,68.791145,0.000000
1319,26.508583,33929.264974,1,buy-large,622.473871,0.000000,16004.559184,691.265016,32.009118
1320,26.366649,33443.731813,4,buy-small,61.598027,0.000000,14404.103266,752.863043,3.200912
1321,26.442347,33542.595807,0,sell-large,0.000000,376.431521,23904.877911,376.431521,19.039629
1322,26.811375,33328.225584,4,nothing,0.000000,0.000000,23904.877911,376.431521,0.000000
1323,26.924924,33259.850425,4,sell-large,0.000000,188.215761,28607.128400,188.215761,9.423348
1324,26.948579,33310.130073,4,sell-large,0.000000,94.107880,30928.836691,94.107880,4.652722
1325,27.525779,33295.913773,4,sell-large,0.000000,47.053940,32117.102088,47.053940,2.381293
1326,27.166211,33285.244605,0,sell-large,0.000000,23.526970,32705.329119,23.526970,1.178812
1327,26.863418,33290.380589,2,nothing,0.000000,0.000000,32705.329119,23.526970,0.000000
1328,28.050936,33118.950568,4,buy-large,656.282758,0.000000,16352.664559,679.809728,32.705329
1329,28.684909,33169.933100,4,sell-large,0.000000,339.904864,24719.041278,339.904864,16.766286
1330,29.176946,33157.449576,1,sell-large,0.000000,169.952432,28936.036297,169.952432,8.450892
1331,28.221257,33127.213330,4,buy-small,116.262349,0.000000,26042.432667,286.214781,5.787207
1332,27.752873,33155.443876,0,sell-large,0.000000,143.107391,29577.738218,143.107391,7.084781
1333,28.542975,33218.603750,0,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1334,27.823841,33170.385003,0,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1335,27.989430,33226.753430,0,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1336,27.705563,33197.550363,0,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1337,27.464273,33258.672961,0,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1338,28.150289,33106.545655,1,nothing,0.000000,0.000000,29577.738218,143.107391,0.000000
1339,28.699101,32931.005282,1,buy-small,119.709772,0.000000,26619.964396,262.817163,5.915548
1340,27.170943,32904.414335,4,buy-small,110.634542,0.000000,23957.967957,373.451705,5.323993
1341,27.142556,32889.264856,1,sell-large,0.000000,186.725852,28422.244699,186.725852,8.946446
1342,27.279759,33171.898309,4,buy-small,118.570173,0.000000,25580.020229,305.296025,5.684449
1343,27.402768,32807.169309,1,sell-large,0.000000,152.648013,29368.367391,152.648013,7.591878
1344,26.801915,32722.126459,1,buy-small,130.105106,0.000000,26431.530652,282.753118,5.873673
1345,26.286220,32412.114015,4,buy-small,118.568268,0.000000,23788.377587,401.321387,5.286306
1346,26.328930,32260.650164,1,sell-large,0.000000,200.660693,28091.622064,200.660693,8.623736
1347,25.716740,32156.288248,4,buy-small,134.938179,0.000000,25282.459858,335.598872,5.618324
1348,25.674029,32209.138434,1,sell-large,0.000000,167.799436,28712.500225,167.799436,6.873828
1349,26.029953,32165.577893,1,buy-small,137.512238,0.000000,25841.250202,305.311674,5.742500
1350,26.105884,32535.134153,4,buy-small,124.501077,0.000000,23257.125182,429.812751,5.168250
1351,25.469965,32523.808302,1,sell-large,0.000000,214.906376,27886.851659,214.906376,9.278009
1352,25.313359,32488.740690,4,buy-small,128.987104,0.000000,25098.166493,343.893480,5.577370
1353,25.161498,32519.032072,0,sell-large,0.000000,171.946740,28786.063017,171.946740,7.390574
1354,24.520833,32563.267434,0,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1355,24.454394,32589.480886,0,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1356,25.484203,32726.282572,0,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1357,25.327596,32750.858060,0,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1358,26.238764,32736.112940,0,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1359,25.987242,32722.186801,1,nothing,0.000000,0.000000,28786.063017,171.946740,0.000000
1360,25.892330,32722.098000,2,buy-small,125.498349,0.000000,25907.456715,297.445089,5.757213
1361,26.376388,32708.505353,2,buy-large,564.272817,0.000000,12953.728358,861.717906,25.907457
1362,25.973006,32575.683832,0,buy-large,281.960529,0.000000,6476.864179,1143.678435,12.953728
1363,26.048936,33011.571707,2,nothing,0.000000,0.000000,6476.864179,1143.678435,0.000000
1364,24.748626,33274.033040,4,buy-large,139.301234,0.000000,3238.432089,1282.979669,6.476864
1365,25.579117,33311.232631,4,sell-large,0.000000,641.489834,18226.196964,641.489834,30.035601
1366,24.872012,33267.114086,4,sell-large,0.000000,320.744917,25753.629762,320.744917,15.085036
1367,25.375053,33300.858341,0,sell-large,0.000000,160.372459,29502.858439,160.372459,7.513484
1368,25.360815,33293.218197,2,nothing,0.000000,0.000000,29502.858439,160.372459,0.000000
1369,25.432001,33226.398968,1,buy-large,622.893782,0.000000,14751.429220,783.266241,29.502858
1370,25.071331,33340.287183,1,buy-small,62.415192,0.000000,13276.286298,845.681433,2.950286
1371,25.170990,33784.310197,0,buy-small,55.846558,0.000000,11948.657668,901.527991,2.655257
1372,24.331007,33926.043018,4,nothing,0.000000,0.000000,11948.657668,901.527991,0.000000
1373,24.834048,33831.052233,4,sell-large,0.000000,450.763995,22915.372958,450.763995,21.977385
1374,24.933707,33809.398679,0,sell-large,0.000000,225.381998,28362.296916,225.381998,10.915679
1375,25.711995,33856.643254,0,nothing,0.000000,0.000000,28362.296916,225.381998,0.000000
1376,26.158086,33915.699648,0,nothing,0.000000,0.000000,28362.296916,225.381998,0.000000
1377,26.404861,33780.407568,0,nothing,0.000000,0.000000,28362.296916,225.381998,0.000000
1378,25.659792,33694.508178,1,nothing,0.000000,0.000000,28362.296916,225.381998,0.000000
1379,25.930295,33621.442863,1,buy-small,119.642042,0.000000,25526.067225,345.024040,5.672459
1380,25.289631,33802.182761,4,buy-small,108.574241,0.000000,22973.460502,453.598280,5.105213
1381,25.602845,33908.047413,0,sell-large,0.000000,226.799140,28376.992910,226.799140,10.828722
1382,25.033365,33895.081533,0,nothing,0.000000,0.000000,28376.992910,226.799140,0.000000
1383,24.720151,33904.806000,0,nothing,0.000000,0.000000,28376.992910,226.799140,0.000000
1384,25.303868,33836.734733,2,nothing,0.000000,0.000000,28376.992910,226.799140,0.000000
1385,25.052348,33641.396355,2,buy-large,588.215161,0.000000,14188.496455,815.014301,28.376993
1386,24.648966,34125.033025,4,buy-large,296.631863,0.000000,7094.248227,1111.646164,14.188496
1387,24.867268,34010.617959,4,sell-large,0.000000,555.823082,20582.609842,555.823082,27.030785
1388,24.663204,33923.046209,0,sell-large,0.000000,277.911541,27283.185892,277.911541,13.428008
1389,24.862521,33810.505930,0,nothing,0.000000,0.000000,27283.185892,277.911541,0.000000
1390,24.838793,33835.662205,4,nothing,0.000000,0.000000,27283.185892,277.911541,0.000000
1391,24.753371,33803.291608,0,sell-large,0.000000,138.955771,30552.871572,138.955771,6.552476
1392,25.000146,33779.459720,0,nothing,0.000000,0.000000,30552.871572,138.955771,0.000000
1393,25.441492,33780.783552,0,nothing,0.000000,0.000000,30552.871572,138.955771,0.000000
1394,25.104551,33687.441541,4,nothing,0.000000,0.000000,30552.871572,138.955771,0.000000
1395,25.498440,33671.067057,4,sell-large,0.000000,69.477885,32117.021987,69.477885,3.134570
1396,25.294376,33672.988504,4,sell-large,0.000000,34.738943,32892.490477,34.738943,1.554045
1397,25.721486,33672.373503,2,sell-large,0.000000,17.369471,33281.958993,17.369471,0.780498
1398,24.658457,33815.628897,0,buy-large,738.873476,0.000000,16640.979496,756.242947,33.281959
1399,24.013047,34280.393125,3,nothing,0.000000,0.000000,16640.979496,756.242947,0.000000
1400,23.956100,34092.041206,0,sell-small,0.000000,75.624295,18401.392977,680.618652,3.527883
1401,23.922880,33774.271927,2,nothing,0.000000,0.000000,18401.392977,680.618652,0.000000
1402,24.867268,32865.027075,3,buy-large,406.536819,0.000000,9200.696488,1087.155472,18.401393
1403,22.527656,32678.500071,3,sell-small,0.000000,108.715547,11562.396681,978.439925,4.732866
1404,22.247662,32535.833960,2,sell-small,0.000000,97.843992,13669.783799,880.595932,4.223221
1405,21.488355,32687.813519,2,buy-large,318.388873,0.000000,6834.891900,1198.984805,13.669784
1406,20.776506,33321.078704,4,buy-large,158.174418,0.000000,3417.445950,1357.159223,6.834892
1407,20.482275,33168.327732,2,sell-large,0.000000,678.579612,18339.358694,678.579612,29.903633
1408,20.838200,33165.672778,4,buy-large,418.769013,0.000000,9169.679347,1097.348625,18.339359
1409,20.714333,33329.880303,2,sell-large,0.000000,548.674313,21143.680069,548.674313,23.995993
1410,21.586165,35366.860114,4,buy-large,475.037006,0.000000,10571.840034,1023.711318,21.143680
1411,21.576636,35383.519772,4,sell-large,0.000000,511.855659,22944.555054,511.855659,24.795020
1412,21.490882,35456.429667,0,sell-large,0.000000,255.927830,29151.598448,255.927830,12.438965
1413,21.710031,35468.622581,4,nothing,0.000000,0.000000,29151.598448,255.927830,0.000000
1414,21.967293,35404.390241,0,sell-large,0.000000,127.963915,32303.793491,127.963915,6.317024
1415,22.119744,35410.486570,0,nothing,0.000000,0.000000,32303.793491,127.963915,0.000000
1416,22.915349,35393.416823,1,nothing,0.000000,0.000000,32303.793491,127.963915,0.000000
1417,23.058274,35366.941098,1,buy-small,133.526064,0.000000,29073.414141,261.489979,6.460759
1418,22.972520,35092.457419,4,buy-small,120.555639,0.000000,26166.072727,382.045618,5.814683
1419,22.891529,35046.063630,0,sell-large,0.000000,191.022809,30620.338689,191.022809,8.926385
1420,22.910586,35076.220210,0,nothing,0.000000,0.000000,30620.338689,191.022809,0.000000
1421,22.924877,35165.776860,1,nothing,0.000000,0.000000,30620.338689,191.022809,0.000000
1422,22.820068,35208.555480,0,buy-small,128.425127,0.000000,27558.304820,319.447936,6.124068
1423,23.201196,35277.324954,3,nothing,0.000000,0.000000,27558.304820,319.447936,0.000000
1424,23.410816,35369.307934,0,sell-small,0.000000,31.944794,28328.663029,287.503142,1.543804
1425,23.515627,35328.046058,0,nothing,0.000000,0.000000,28328.663029,287.503142,0.000000
1426,23.425108,35234.519273,2,nothing,0.000000,0.000000,28328.663029,287.503142,0.000000
1427,23.682370,35692.320215,4,buy-large,588.507072,0.000000,14164.331515,876.010215,28.328663
1428,23.634730,35760.893819,4,sell-large,0.000000,438.005107,24906.797876,438.005107,21.527989
1429,23.587088,35757.373462,2,sell-large,0.000000,219.002554,30322.991752,219.002554,10.854096
1430,23.725247,35695.333044,4,buy-large,609.777833,0.000000,15161.495876,828.780387,30.322992
1431,24.220715,35541.976791,4,sell-large,0.000000,414.390193,25407.880623,414.390193,20.533837
1432,24.377929,35499.133219,2,sell-large,0.000000,207.195097,30464.794611,207.195097,10.134096
1433,24.215952,36628.100067,4,buy-large,625.656342,0.000000,15232.397305,832.851438,30.464795
1434,24.168309,36594.751281,4,sell-large,0.000000,416.425719,25908.852983,416.425719,21.395703
1435,24.377929,36516.332073,0,sell-large,0.000000,208.212860,31241.116234,208.212860,10.685898
1436,24.639957,36539.241942,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1437,24.039678,36580.081021,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1438,23.658550,36538.246060,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1439,23.463222,36556.175270,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1440,23.872935,36677.696623,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1441,24.387458,36653.790664,0,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1442,24.330289,36646.818240,1,nothing,0.000000,0.000000,31241.116234,208.212860,0.000000
1443,24.373166,36631.146366,4,buy-small,120.091572,0.000000,28117.004610,328.304432,6.248223
1444,24.073027,36574.729324,1,sell-large,0.000000,164.152216,32365.561346,164.152216,8.514142
1445,23.868170,36580.747387,0,buy-small,125.969144,0.000000,29129.005212,290.121360,6.473112
1446,24.315997,36503.024165,0,nothing,0.000000,0.000000,29129.005212,290.121360,0.000000
1447,24.158781,36518.291512,0,nothing,0.000000,0.000000,29129.005212,290.121360,0.000000
1448,23.891992,36435.015947,2,nothing,0.000000,0.000000,29129.005212,290.121360,0.000000
1449,23.487042,36816.658554,0,buy-large,577.199036,0.000000,14564.502606,867.320396,29.129005
1450,23.577561,37385.097740,4,nothing,0.000000,0.000000,14564.502606,867.320396,0.000000
1451,23.391760,37439.037168,4,sell-large,0.000000,433.660198,25951.979578,433.660198,22.820595
1452,23.220253,37460.743763,1,sell-large,0.000000,216.830099,31684.021315,216.830099,11.487058
1453,23.229780,37459.222658,4,buy-small,118.688572,0.000000,28515.619184,335.518671,6.336804
1454,22.558041,37442.253448,1,sell-large,0.000000,167.759335,32978.477317,167.759335,8.943603
1455,22.367478,37297.623553,4,buy-small,123.693088,0.000000,29680.629586,291.452424,6.595695
1456,22.467524,37283.732171,1,sell-large,0.000000,145.726212,33481.509575,145.726212,7.616994
1457,22.477052,37338.596529,1,buy-small,128.066550,0.000000,30133.358618,273.792761,6.696302
1458,22.710492,37269.449063,0,buy-small,114.275128,0.000000,27120.022756,388.067890,6.026672
1459,23.325062,37234.176020,0,nothing,0.000000,0.000000,27120.022756,388.067890,0.000000
1460,23.053509,37210.041302,2,nothing,0.000000,0.000000,27120.022756,388.067890,0.000000
1461,22.586626,37248.118873,0,buy-large,520.482749,0.000000,13560.011378,908.550639,27.120023
1462,21.767200,37382.858750,0,nothing,0.000000,0.000000,13560.011378,908.550639,0.000000
